timestamp,open,high,low,close,volume
2017-11-10,175.1100,175.3800,174.2700,174.6700,25061183
2017-11-09,175.1100,176.0950,173.1400,175.8800,28636531
2017-11-08,174.6600,176.2400,174.3300,176.2400,24409527
2017-11-07,173.9100,175.2500,173.6000,174.8100,23910914
2017-11-06,172.3650,174.9900,171.7200,174.2500,34242566
2017-11-03,174.0000,174.2600,171.1200,172.5000,58683826
2017-11-02,167.6400,168.5000,165.2800,168.1100,32710040
2017-11-01,169.8700,169.9400,165.6100,166.8900,33100847
2017-10-31,167.9000,169.6499,166.9400,169.0400,35474672
2017-10-30,163.8900,168.0700,163.7200,166.7200,43923292
2017-10-27,159.2900,163.6000,158.7000,163.0500,43904150
2017-10-26,157.2300,157.8295,156.7800,157.4100,16751691
2017-10-25,156.9100,157.5500,155.2700,156.4100,20126554
2017-10-24,156.2900,157.4200,156.2000,157.1000,17137731
2017-10-23,156.8900,157.6900,155.5000,156.1700,21654461
2017-10-20,156.6100,157.7500,155.9600,156.2500,23612246
2017-10-19,156.7500,157.0800,155.0200,155.9800,42111326
2017-10-18,160.4200,160.7100,159.6000,159.7600,16158659
2017-10-17,159.7800,160.8700,159.2300,160.4700,18816438
2017-10-16,157.9000,160.0000,157.6500,159.8800,23894630
2017-10-13,156.7300,157.2800,156.4100,156.9900,16287608
2017-10-12,156.3500,157.3700,155.7299,156.0000,16045720
2017-10-11,155.9700,156.9800,155.7500,156.5500,16607693
2017-10-10,156.0550,158.0000,155.1000,155.9000,15456331
2017-10-09,155.8100,156.7300,155.4850,155.8400,16200129
2017-10-06,154.9700,155.4900,154.5600,155.3000,16423749
2017-10-05,154.1800,155.4400,154.0500,155.3900,21032800
2017-10-04,153.6300,153.8600,152.4600,153.4800,19844177
2017-10-03,154.0100,155.0900,153.9100,154.4800,16146388
2017-10-02,154.2600,154.4500,152.7200,153.8100,18524860
2017-09-29,153.2100,154.1300,152.0000,154.1200,25856530
2017-09-28,153.8900,154.2800,152.7000,153.2800,21896592
2017-09-27,153.8000,154.7189,153.5400,154.2300,24959552
2017-09-26,151.7800,153.9200,151.6900,153.1400,35470985
2017-09-25,149.9900,151.8300,149.1600,150.5500,43922334
2017-09-22,152.0200,152.2700,150.5600,151.8900,46114424
2017-09-21,155.8000,155.8000,152.7500,153.3900,36643382
2017-09-20,157.9000,158.2600,153.8300,156.0700,51693239
2017-09-19,159.5100,159.7700,158.4400,158.7300,20347352
2017-09-18,160.1100,160.5000,157.9950,158.6700,27939718
2017-09-15,158.4700,160.9700,158.0000,159.8800,48203642
2017-09-14,158.9900,159.4000,158.0900,158.2800,23073646
2017-09-13,159.8700,159.9600,157.9100,159.6500,44393752
2017-09-12,162.6100,163.9600,158.7700,160.8600,71139119
2017-09-11,160.5000,162.0500,159.8900,161.5000,31028926
2017-09-08,160.8600,161.1500,158.5300,158.6300,28183159
2017-09-07,162.0900,162.2400,160.3600,161.2600,21722995
2017-09-06,162.7100,162.9900,160.5200,161.9100,21179047
2017-09-05,163.7500,164.2500,160.5600,162.0800,29317054
2017-09-01,164.8000,164.9400,163.6300,164.0500,16508568
2017-08-31,163.6400,164.5200,163.4800,164.0000,26412439
2017-08-30,163.8000,163.8900,162.6100,163.3500,26973946
2017-08-29,160.1000,163.1200,160.0000,162.9100,29307862
2017-08-28,160.1400,162.0000,159.9300,161.4700,25279674
2017-08-25,159.6500,160.5600,159.2700,159.8600,25015218
2017-08-24,160.4300,160.7400,158.5500,159.2700,19029621
2017-08-23,159.0700,160.4700,158.8800,159.9800,19198189
2017-08-22,158.2300,160.0000,158.0200,159.7800,21297812
2017-08-21,157.5000,157.8900,155.1101,157.2100,26145653
2017-08-18,157.8600,159.5000,156.7200,157.5000,27012525
2017-08-17,160.5200,160.7100,157.8400,157.8600,26925694
2017-08-16,161.9400,162.5100,160.1500,160.9500,27321761
2017-08-15,160.6600,162.1950,160.1400,161.6000,27936774
2017-08-14,159.3200,160.2100,158.7500,159.8500,21754810
2017-08-11,156.6000,158.5728,156.0700,157.4800,25943187
2017-08-10,159.9000,160.0000,154.6300,155.3200,39081017
2017-08-09,159.2600,161.2700,159.1100,161.0600,25640394
2017-08-08,158.6000,161.8300,158.2700,160.0800,35775675
2017-08-07,157.0600,158.9200,156.6701,158.8100,21870321
2017-08-04,156.0700,157.4000,155.6900,156.3900,20349532
2017-08-03,157.0500,157.2100,155.0200,155.5700,26000738
2017-08-02,159.2800,159.7500,156.1600,157.1400,69222793
2017-08-01,149.1000,150.2200,148.4100,150.0500,24725526
2017-07-31,149.9000,150.3300,148.1300,148.7300,19422655
2017-07-28,149.8900,150.2300,149.1900,149.5000,16832947
2017-07-27,153.7500,153.9900,147.3000,150.5600,32175875
2017-07-26,153.3500,153.9300,153.0600,153.4600,15172136
2017-07-25,151.8000,153.8400,151.8000,152.7400,18612649
2017-07-24,150.5800,152.4400,149.9000,152.0900,21122730
2017-07-21,149.9900,150.4400,148.8800,150.2700,24671002
2017-07-20,151.5000,151.7400,150.1900,150.3400,17053326
2017-07-19,150.4800,151.4200,149.9500,151.0200,20615419
2017-07-18,149.2000,150.1300,148.6700,150.0800,17713795
2017-07-17,148.8200,150.9000,148.5700,149.5600,23243713
2017-07-14,147.9700,149.3300,147.3300,149.0400,19961788
2017-07-13,145.5000,148.4900,145.4400,147.7700,24922788
2017-07-12,145.8700,146.1800,144.8200,145.7400,23617964
2017-07-11,144.7300,145.8500,144.3800,145.5300,18311156
2017-07-10,144.1100,145.9500,143.3700,145.0600,21030466
2017-07-07,142.9000,144.7500,142.9000,144.1800,18505351
2017-07-06,143.0200,143.5000,142.4100,142.7300,23374374
2017-07-05,143.6900,144.7900,142.7237,144.0900,20758795
2017-07-03,144.8800,145.3000,143.1000,143.5000,14258300
2017-06-30,144.4500,144.9600,143.7800,144.0200,22328979
2017-06-29,144.7100,145.1300,142.2800,143.6800,31116980
2017-06-28,144.4900,146.1100,143.1601,145.8300,21915939
2017-06-27,145.0100,146.1600,143.6200,143.7300,24423643
2017-06-26,147.1700,148.2800,145.3800,145.8200,25524661
2017-06-23,145.1300,147.1600,145.1100,146.2800,25997976
2017-06-22,145.7700,146.7000,145.1199,145.6300,18673365
2017-06-21,145.5200,146.0693,144.6100,145.8700,21064679
2017-06-20,146.8700,146.8700,144.9400,145.0100,24572170
2017-06-19,143.6600,146.7400,143.6600,146.3400,31449132
2017-06-16,143.7800,144.5000,142.2000,142.2700,49180748
2017-06-15,143.3200,144.4798,142.2100,144.2900,31348832
2017-06-14,147.5000,147.5000,143.8400,145.1600,31224203
2017-06-13,147.1600,147.4500,145.1500,146.5900,33749154
